true\pred,Benign,DoS,double,force-neutral,fuzzing,interval,rpm,rpm-accessory,speed
Benign,11011,0,0,0,19216477,0,6262053,181324,16029727
DoS,0,0,0,0,99559,0,36814,0,8756
double,0,0,0,0,3359,0,3891,203,4960
force-neutral,0,0,0,0,959,0,4636,0,149
fuzzing,298,0,0,0,45254,0,5890,43,15836
interval,0,0,0,0,0,0,362,0,40180
rpm,0,0,0,0,783,0,4141,119,0
rpm-accessory,0,0,0,0,563,0,75,2508,0
speed,0,0,0,0,1,0,103,0,7367
