true\pred,Benign,DoS,double,force-neutral,fuzzing,interval,rpm,rpm-accessory,speed
Benign,258109,0,0,0,24859629,0,6922801,88226,9571827
DoS,0,0,0,0,69437,0,52782,0,22910
double,0,0,0,0,1787,0,4716,203,5707
force-neutral,0,0,0,0,0,0,5744,0,0
fuzzing,364,0,0,0,42393,0,3774,218,20572
interval,0,0,0,0,362,0,4538,0,35642
rpm,0,0,0,0,951,0,3973,119,0
rpm-accessory,0,0,0,0,564,0,91,2491,0
speed,0,0,0,0,0,0,0,0,7471
